publisher,filename,match,prod_slug,page_title,year,pdf_url,source_url
the-indian-libertarian,the-indian-libertarian-may1-1958.pdf,exact,the-indian-libertarian-may-1-1958,"The Indian Libertarian (May 1, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-may-1-1958/
the-indian-libertarian,the-indian-libertarian-may1-1959.pdf,exact,the-indian-libertarian-may-1-1959,"The Indian Libertarian (May 1, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-may-1-1959/
the-indian-libertarian,the-indian-libertarian-may1-1960.pdf,exact,the-indian-libertarian-may1-1960,"The Indian Libertarian , May 1, 1960",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-may1-1960/
the-indian-libertarian,the-indian-libertarian-may1-1961.pdf,exact,the-indian-libertarian-may-1-1961,"The Indian Libertarian , May 1, 1961",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-may-1-1961/
the-indian-libertarian,the-indian-libertarian-may1-1962.pdf,exact,the-indian-libertarian-may-1-1962,"The Indian Libertarian (May 1, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-may-1-1962/
the-indian-libertarian,the-indian-libertarian-may1-1963.pdf,exact,the-indian-libertarian-may-1-1963,"The Indian Libertarian (May 1, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-may-1-1963/
the-indian-libertarian,the-indian-libertarian-may1-1967.pdf,exact,the-indian-libertarian-may-1-1967,"The Indian Libertarian (May 1, 1967)",1967,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may1-1967.pdf,https://indianliberals.in/content/the-indian-libertarian-may-1-1967/
the-indian-libertarian,the-indian-libertarian-may15-1957.pdf,exact,the-indian-libertarian-may-15-1957,"The Indian Libertarian (May 15, 1957)",1957,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may15-1957.pdf,https://indianliberals.in/content/the-indian-libertarian-may-15-1957/
the-indian-libertarian,the-indian-libertarian-may15-1958.pdf,exact,the-indian-libertarian-may-15-1958,"The Indian Libertarian (May 15, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may15-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-may-15-1958/
the-indian-libertarian,the-indian-libertarian-may15-1959.pdf,exact,the-indian-libertarian-may-15-1959,"The Indian Libertarian (May 15, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may15-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-may-15-1959/
the-indian-libertarian,the-indian-libertarian-may15-1960.pdf,exact,the-indian-libertarian-may15-1960,"The Indian Libertarian , May15, 1960",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may15-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-may15-1960/
the-indian-libertarian,the-indian-libertarian-may15-1962.pdf,exact,the-indian-libertarian-may-15-1962,"The Indian Libertarian (May 15, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may15-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-may-15-1962/
the-indian-libertarian,the-indian-libertarian-may15-1963.pdf,exact,the-indian-libertarian-may-15-1963,"The Indian Libertarian (May 15, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-may15-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-may-15-1963/
the-indian-libertarian,the-indian-libertarian-nov1-1958.pdf,exact,the-indian-libertarian-november-1-1958,"The Indian Libertarian (November 1, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov1-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-november-1-1958/
the-indian-libertarian,the-indian-libertarian-nov1-1959.pdf,exact,the-indian-libertarian-nov1-1959,"The Indian Libertarian , Nov 1, 1959",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov1-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-nov1-1959/
the-indian-libertarian,the-indian-libertarian-nov1-1960.pdf,exact,the-indian-libertarian-nov-1-1960,"The Indian Libertarian , Nov 1, 1960",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov1-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-nov-1-1960/
the-indian-libertarian,the-indian-libertarian-nov1-1961.pdf,exact,the-indian-libertarian-november-1-1961,"The Indian Libertarian (November 1, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov1-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-november-1-1961/
the-indian-libertarian,the-indian-libertarian-nov1-1962.pdf,exact,the-indian-libertarian-november-1-1962,"The Indian Libertarian (November 1, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov1-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-november-1-1962/
the-indian-libertarian,the-indian-libertarian-nov1-1963.pdf,exact,the-indian-libertarian-november-1-1963,"The Indian Libertarian (November 1, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov1-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-november-1-1963/
the-indian-libertarian,the-indian-libertarian-nov15-1957.pdf,exact,the-indian-libertarian-november-15-1957,"The Indian Libertarian (November 15, 1957)",1957,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov15-1957.pdf,https://indianliberals.in/content/the-indian-libertarian-november-15-1957/
the-indian-libertarian,the-indian-libertarian-nov15-1958.pdf,exact,the-indian-libertarian-november-15-1958,"The Indian Libertarian (Nov 15, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov15-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-november-15-1958/
the-indian-libertarian,the-indian-libertarian-nov15-1959.pdf,exact,the-indian-libertarian-november-15-1959,"The Indian Libertarian (November 15, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov15-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-november-15-1959/
the-indian-libertarian,the-indian-libertarian-nov15-1961.pdf,exact,the-indian-libertarian-november-15-1961,"The Indian Libertarian (November 15, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov15-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-november-15-1961/
the-indian-libertarian,the-indian-libertarian-nov15-1962.pdf,exact,the-indian-libertarian-november-15-1962,"The Indian Libertarian (November 15, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov15-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-november-15-1962/
the-indian-libertarian,the-indian-libertarian-nov15-1963.pdf,exact,the-indian-libertarian-november-15-1963,"The Indian Libertarian (November 15, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-nov15-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-november-15-1963/
the-indian-libertarian,the-indian-libertarian-oct1-1957.pdf,exact,the-indian-libertarian-october-1-1957,"The Indian Libertarian (October 1, 1957)",1957,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct1-1957.pdf,https://indianliberals.in/content/the-indian-libertarian-october-1-1957/
the-indian-libertarian,the-indian-libertarian-oct1-1958.pdf,exact,the-indian-libertarian-october-1-1958,"The Indian Libertarian (October 1, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct1-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-october-1-1958/
the-indian-libertarian,the-indian-libertarian-oct1-1959.pdf,exact,the-indian-libertarian-october-1-1959,"The Indian Libertarian (October 1, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct1-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-october-1-1959/
the-indian-libertarian,the-indian-libertarian-oct1-1960.pdf,exact,the-indian-libertarian-october-1-1960,"The Indian Libertarian (October 1, 1960)",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct1-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-october-1-1960/
the-indian-libertarian,the-indian-libertarian-oct1-1961.pdf,exact,the-indian-libertarian-oct-1-1961,"The Indian Libertarian (October 1, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct1-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-oct-1-1961/
the-indian-libertarian,the-indian-libertarian-oct1-1962.pdf,exact,the-indian-libertarian-october-1-1962,"The Indian Libertarian (October 1, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct1-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-october-1-1962/
the-indian-libertarian,the-indian-libertarian-oct15-1958.pdf,exact,the-indian-libertarian-october-15-1958,"The Indian Libertarian (October 15, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct15-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-october-15-1958/
the-indian-libertarian,the-indian-libertarian-oct15-1959.pdf,exact,the-indian-libertarian-october-15-1959,"The Indian Libertarian (October 15, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct15-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-october-15-1959/
the-indian-libertarian,the-indian-libertarian-oct15-1960.pdf,exact,the-indian-libertarian-october-15-1960,"The Indian Libertarian (October 15, 1960)",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct15-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-october-15-1960/
the-indian-libertarian,the-indian-libertarian-oct15-1961.pdf,exact,the-indian-libertarian-oct-15-1961,"The Indian Libertarian (October 15, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct15-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-oct-15-1961/
the-indian-libertarian,the-indian-libertarian-oct15-1962.pdf,exact,the-indian-libertarian-october-15-1962,"The Indian Libertarian (October 15, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct15-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-october-15-1962/
the-indian-libertarian,the-indian-libertarian-oct15-1963.pdf,exact,the-indian-libertarian-october-15-1963,"The Indian Libertarian (October 15, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-oct15-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-october-15-1963/
the-indian-libertarian,the-indian-libertarian-sep1-1959.pdf,exact,the-indian-libertarian-september-1-1959,"The Indian Libertarian (September 1,1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sep1-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-september-1-1959/
the-indian-libertarian,the-indian-libertarian-sep1-1960.pdf,exact,the-indian-libertarian-september-1-1960,"The Indian Libertarian (September 1, 1960)",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sep1-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-september-1-1960/
the-indian-libertarian,the-indian-libertarian-sep1-1961.pdf,exact,the-indian-libertarian-september-1-1961,"The Indian Libertarian (September 1, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sep1-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-september-1-1961/
the-indian-libertarian,the-indian-libertarian-sep15-1959.pdf,exact,the-indian-libertarian-september-15-1959,"The Indian Libertarian (September 15, 1959)",1959,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sep15-1959.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1959/
the-indian-libertarian,the-indian-libertarian-sep15-1960.pdf,exact,the-indian-libertarian-september-15-1960,"The Indian Libertarian (September 15, 1960)",1960,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sep15-1960.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1960/
the-indian-libertarian,the-indian-libertarian-sep15-1961.pdf,exact,the-indian-libertarian-september-15-1961,"The Indian Libertarian (September 15, 1961)",1961,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sep15-1961.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1961/
the-indian-libertarian,the-indian-libertarian-sept1-1958.pdf,exact,the-indian-libertarian-september-1-1958,"The Indian Libertarian (September 1, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept1-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-september-1-1958/
the-indian-libertarian,the-indian-libertarian-sept1-1962.pdf,exact,the-indian-libertarian-september-1-1962,"The Indian Libertarian (September 1, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept1-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-september-1-1962/
the-indian-libertarian,the-indian-libertarian-sept1-1963.pdf,exact,the-indian-libertarian-september-1-1963,"The Indian Libertarian (September 1, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept1-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-september-1-1963/
the-indian-libertarian,the-indian-libertarian-sept15-1957.pdf,exact,the-indian-libertarian-september-15-1957,"The Indian Libertarian (September 15, 1957)",1957,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept15-1957.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1957/
the-indian-libertarian,the-indian-libertarian-sept15-1958.pdf,exact,the-indian-libertarian-september-15-1958,"The Indian Libertarian (September 15, 1958)",1958,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept15-1958.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1958/
the-indian-libertarian,the-indian-libertarian-sept15-1962.pdf,exact,the-indian-libertarian-september-15-1962,"The Indian Libertarian (September 15, 1962)",1962,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept15-1962.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1962/
the-indian-libertarian,the-indian-libertarian-sept15-1963.pdf,exact,the-indian-libertarian-september-15-1963,"The Indian Libertarian (September 15, 1963)",1963,https://indianliberals.in/the-indian-libertarian/the-indian-libertarian-sept15-1963.pdf,https://indianliberals.in/content/the-indian-libertarian-september-15-1963/
